0,626,10,883,169,103,1,18,1,401,12,0
1,30,17,84,4,16,4,38,3,30,24,2
0,238,4,232,132,38,0,6,0,96,5,0
5,145,19,294,16,44,3,8,6,70,7,0
49,156,97,238,159,66,38,302,66,118,107,36
0,20,4,48,1,4,2,2,6,15,4,0
0,64,6,149,14,33,0,2,0,76,3,0
0,212,10,180,239,33,0,2,0,94,2,0
1,243,75,269,266,64,0,288,1,127,154,0
6,205,23,279,297,38,2,27,1,100,15,1
447,48,340,202,83,35,261,223,253,45,119,259
2,332,4,211,841,28,10,43,4,82,5,1
0,673,15,1050,56,148,0,17,4,412,3,0
7,128,12,263,71,34,6,21,11,58,7,2
88,167,5,370,21,30,146,8,138,76,4,8
0,135,3,20,875,3,5,7,7,23,2,2
3,257,27,552,38,66,2,28,2,176,18,0
334,338,34,653,46,79,389,8,619,223,3,7
6,295,171,166,303,141,2,604,2,163,191,12
1,286,22,245,298,52,0,201,0,109,45,0
202,454,24,650,46,47,264,12,207,143,7,5
564,170,23,690,64,50,656,22,397,76,6,11
82,73,69,160,47,31,113,68,116,36,32,52
55,184,50,385,137,58,90,125,80,120,58,9
0,329,13,701,606,88,0,9,1,141,7,1
0,195,2,368,352,33,0,4,0,47,3,0
0,35,4,148,13,17,1,3,0,14,4,0
8,6,46,21,2,22,2,150,4,21,66,9
62,70,14,136,5,22,70,17,100,47,5,3
104,82,7,177,10,13,120,9,99,26,2,4
0,298,14,347,222,65,0,53,1,110,15,0
0,120,76,274,41,73,0,479,0,64,149,0
3,112,14,280,37,36,0,215,1,72,61,1
16,20,3,35,18,7,35,3,37,12,0,5
51,8,71,46,5,34,17,156,18,18,68,75
4,160,17,249,204,64,2,45,4,156,11,0
1,101,3,21,568,15,2,3,1,26,2,0
0,57,9,100,9,20,0,1,0,64,3,0
57,115,13,194,150,35,73,7,52,89,2,0
0,33,4,25,337,5,0,1,0,5,0,0
112,65,66,143,78,18,194,19,140,39,10,41
126,103,37,212,12,20,133,9,191,69,2,5
0,65,2,111,156,18,0,1,0,23,0,0
0,346,4,23,755,18,0,5,0,50,1,0
1,324,38,709,45,120,1,12,1,249,3,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,282,10,185,365,21,0,43,4,96,19,4
0,0,0,0,0,0,0,0,0,0,0,0
0,152,5,154,233,37,0,3,0,128,1,0
344,162,18,312,22,32,527,2,512,89,1,12
0,0,0,0,0,0,0,0,0,0,0,0
3,295,8,471,985,72,3,14,1,83,8,0
1,183,8,533,68,92,2,81,1,134,26,3
0,297,33,369,11,79,3,14,4,413,3,1
10,6,50,21,4,20,5,127,5,4,54,21
0,54,23,97,93,30,1,151,0,25,53,0
1,330,3,516,167,43,2,18,1,79,10,0
3,147,70,345,27,69,5,336,6,114,97,2
0,8,21,26,2,14,0,114,0,17,58,0
1,126,12,286,17,46,0,5,0,93,1,0
24,180,81,518,35,66,47,164,55,110,75,10
0,208,7,349,30,47,0,3,1,136,6,0
23,71,202,141,36,111,8,626,14,91,255,21
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
376,404,105,700,53,81,378,24,592,312,13,21
0,38,4,75,6,19,1,1,1,27,1,0
0,172,9,294,13,32,0,3,0,126,2,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,0,8,9,2,8,1,52,1,3,21,1
0,0,0,0,0,0,0,0,0,0,0,0
0,130,5,279,14,33,0,3,0,113,1,0
63,321,46,834,27,70,147,60,96,148,13,18
143,193,32,384,270,54,228,15,244,86,6,11
53,62,114,225,19,61,70,400,41,40,167,37
10,23,15,56,14,11,12,20,18,31,9,7
19,39,7,47,56,6,20,16,12,15,1,9
128,60,49,170,13,25,125,61,145,44,22,84
151,331,66,508,23,76,165,27,218,223,27,26
0,53,10,70,8,12,1,7,0,38,2,0
2,21,5,35,29,4,7,7,2,6,8,2
1,178,28,279,9,68,1,15,0,307,13,2
0,41,6,82,8,13,1,6,2,28,0,0
36,239,30,743,54,97,51,45,41,184,12,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3,390,1,466,1289,45,2,10,1,119,7,1
1,294,23,626,32,82,1,25,1,218,12,0
41,104,18,184,8,36,48,10,93,95,5,1
36,203,50,393,18,73,43,43,49,202,23,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
86,142,11,266,25,13,117,5,123,74,4,0
0,0,0,0,0,0,0,0,0,0,0,0
5,263,9,504,146,33,8,30,5,93,8,1
0,534,42,899,165,161,1,34,1,423,29,0
0,0,0,0,0,0,0,0,0,0,0,0
0,82,9,196,14,41,0,1,0,85,1,0
3,167,28,559,40,51,8,127,2,107,56,0
0,181,12,340,34,69,0,5,1,167,4,1
137,127,4,279,12,25,181,2,152,61,2,1
1,213,42,345,3,110,0,26,0,336,11,0
2,78,28,109,38,28,6,101,3,42,42,4
43,28,60,66,17,27,19,160,37,16,65,36
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
58,77,20,236,14,23,75,17,99,79,4,1
0,11,6,26,37,10,0,126,0,9,29,0
0,16,2,51,3,9,1,0,0,19,1,0
0,7,10,19,9,11,0,91,0,5,24,0
45,91,33,164,5,31,41,28,91,79,23,5
0,232,11,481,15,66,0,3,0,162,3,1
0,0,0,0,0,0,0,0,0,0,0,0
1,74,5,202,243,18,0,4,0,21,1,0
0,0,0,0,0,0,0,0,0,0,0,0
127,32,13,61,1,10,114,1,193,16,0,4
26,41,137,130,41,45,19,341,18,27,109,67
12,37,309,176,36,103,6,447,16,75,255,23
12,243,19,465,28,62,12,17,24,209,7,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
21,57,10,137,1,21,31,4,27,35,1,2
0,133,30,496,46,46,3,21,0,95,13,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,56,20,87,1,44,0,56,0,73,24,0
0,0,0,0,0,0,0,0,0,0,0,0
44,33,8,60,1,9,58,2,77,22,3,5
0,155,10,244,6,67,0,6,0,145,2,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,218,7,419,125,39,0,5,0,114,4,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
171,426,338,1244,92,131,264,145,314,267,50,57
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,11,6,4,25,12,0,51,0,4,12,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
176,352,114,555,9,74,171,40,241,235,25,15
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,79,10,153,50,34,0,2,1,53,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,152,10,182,1102,17,4,18,3,29,5,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
289,187,36,497,33,50,280,26,521,162,4,11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
328,245,18,554,15,58,400,5,457,155,6,5
0,0,0,0,0,0,0,0,0,0,0,0
44,265,60,517,6,104,48,31,111,244,22,8
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
27,15,123,37,8,68,11,440,18,35,147,52
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
5,37,17,47,64,23,2,62,4,32,27,4
3,182,9,95,1295,23,1,14,0,50,4,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,195,6,146,1248,28,12,6,4,30,2,0
